Train_ID,Route,Date,Passenger_Count,Seat_Capacity,Num_Coaches,Platform,Delay_Minutes,Weekend
12005,Chennai-Kolkata,2025-03-09,730,1000,20,4,12,1
12006,Delhi-Hyderabad,2025-03-09,685,900,18,1,11,1
12001,Delhi-Mumbai,2025-03-10,754,900,18,7,14,0
12002,Delhi-Kolkata,2025-03-10,743,1100,22,6,6,0
12003,Hyderabad-Chennai,2025-03-10,418,1100,22,2,9,0
12004,Bangalore-Mumbai,2025-03-10,628,1000,20,8,8,0
12005,Chennai-Kolkata,2025-03-10,418,1100,22,8,9,0
12006,Delhi-Hyderabad,2025-03-10,632,900,18,6,0,0
12001,Delhi-Mumbai,2025-03-11,524,1000,20,4,19,0
12002,Delhi-Kolkata,2025-03-11,746,1100,22,8,1,0
12003,Hyderabad-Chennai,2025-03-11,595,1100,22,6,16,0
12004,Bangalore-Mumbai,2025-03-11,559,1100,22,1,8,0
12005,Chennai-Kolkata,2025-03-11,636,1000,20,5,11,0
12006,Delhi-Hyderabad,2025-03-11,531,900,18,3,7,0
12001,Delhi-Mumbai,2025-03-12,498,900,18,2,11,0
12002,Delhi-Kolkata,2025-03-12,834,900,18,8,11,0
12003,Hyderabad-Chennai,2025-03-12,795,1000,20,4,8,0
12004,Bangalore-Mumbai,2025-03-12,590,1100,22,8,8,0
12005,Chennai-Kolkata,2025-03-12,630,1000,20,3,9,0
12006,Delhi-Hyderabad,2025-03-12,869,1100,22,4,5,0
12001,Delhi-Mumbai,2025-03-13,888,1000,20,7,8,0
12002,Delhi-Kolkata,2025-03-13,768,1000,20,7,7,0
12003,Hyderabad-Chennai,2025-03-13,615,900,18,8,13,0
12004,Bangalore-Mumbai,2025-03-13,739,1000,20,8,11,0
12005,Chennai-Kolkata,2025-03-13,531,1000,20,8,20,0
12006,Delhi-Hyderabad,2025-03-13,804,1100,22,6,3,0
12001,Delhi-Mumbai,2025-03-14,651,1000,20,3,3,0
12002,Delhi-Kolkata,2025-03-14,500,900,18,8,9,0
12003,Hyderabad-Chennai,2025-03-14,421,1000,20,5,7,0
12004,Bangalore-Mumbai,2025-03-14,840,1100,22,5,5,0
12005,Chennai-Kolkata,2025-03-14,540,1000,20,1,11,0
12006,Delhi-Hyderabad,2025-03-14,395,1000,20,6,3,0
12001,Delhi-Mumbai,2025-03-15,711,1000,20,1,15,1
12002,Delhi-Kolkata,2025-03-15,695,1100,22,2,3,1
12003,Hyderabad-Chennai,2025-03-15,979,1000,20,1,18,1
12004,Bangalore-Mumbai,2025-03-15,709,1000,20,2,13,1
12005,Chennai-Kolkata,2025-03-15,760,1000,20,7,8,1
12006,Delhi-Hyderabad,2025-03-15,633,1100,22,3,14,1
12001,Delhi-Mumbai,2025-03-16,635,1100,22,4,5,1
12002,Delhi-Kolkata,2025-03-16,931,1100,22,2,19,1
12003,Hyderabad-Chennai,2025-03-16,637,1000,20,3,11,1
12004,Bangalore-Mumbai,2025-03-16,825,1000,20,6,9,1
12005,Chennai-Kolkata,2025-03-16,765,1100,22,1,8,1
12006,Delhi-Hyderabad,2025-03-16,784,1100,22,1,9,1
12001,Delhi-Mumbai,2025-03-17,749,1000,20,8,3,0
12002,Delhi-Kolkata,2025-03-17,831,900,18,6,9,0
12003,Hyderabad-Chennai,2025-03-17,555,1100,22,4,4,0
12004,Bangalore-Mumbai,2025-03-17,535,1000,20,4,9,0
12005,Chennai-Kolkata,2025-03-17,796,1000,20,3,9,0
12006,Delhi-Hyderabad,2025-03-17,740,900,18,1,3,0
12001,Delhi-Mumbai,2025-03-18,724,1100,22,3,18,0
12002,Delhi-Kolkata,2025-03-18,577,1000,20,8,3,0
12003,Hyderabad-Chennai,2025-03-18,814,1000,20,5,14,0
12004,Bangalore-Mumbai,2025-03-18,524,1100,22,2,7,0
12005,Chennai-Kolkata,2025-03-18,561,900,18,5,11,0
12006,Delhi-Hyderabad,2025-03-18,582,1100,22,1,3,0
12001,Delhi-Mumbai,2025-03-19,532,1100,22,6,1,0
12002,Delhi-Kolkata,2025-03-19,484,900,18,6,14,0
12003,Hyderabad-Chennai,2025-03-19,505,1000,20,2,3,0
12004,Bangalore-Mumbai,2025-03-19,728,900,18,3,4,0
12005,Chennai-Kolkata,2025-03-19,575,900,18,1,11,0
12006,Delhi-Hyderabad,2025-03-19,866,1000,20,2,13,0
12001,Delhi-Mumbai,2025-03-20,643,1100,22,3,10,0
12002,Delhi-Kolkata,2025-03-20,826,1100,22,7,9,0
12003,Hyderabad-Chennai,2025-03-20,859,900,18,3,13,0
12004,Bangalore-Mumbai,2025-03-20,821,1000,20,2,21,0
12005,Chennai-Kolkata,2025-03-20,705,1000,20,8,17,0
12006,Delhi-Hyderabad,2025-03-20,681,1100,22,6,7,0
12001,Delhi-Mumbai,2025-03-21,753,1000,20,5,19,0
12002,Delhi-Kolkata,2025-03-21,460,1000,20,3,10,0
12003,Hyderabad-Chennai,2025-03-21,488,1000,20,3,6,0
12004,Bangalore-Mumbai,2025-03-21,727,1000,20,7,10,0
12005,Chennai-Kolkata,2025-03-21,458,1100,22,3,10,0
12006,Delhi-Hyderabad,2025-03-21,510,1000,20,4,5,0
12001,Delhi-Mumbai,2025-03-22,978,1000,20,6,16,1
12002,Delhi-Kolkata,2025-03-22,795,900,18,4,7,1
12003,Hyderabad-Chennai,2025-03-22,1064,900,18,4,7,1
12004,Bangalore-Mumbai,2025-03-22,724,900,18,5,13,1
12005,Chennai-Kolkata,2025-03-22,990,1100,22,1,7,1
12006,Delhi-Hyderabad,2025-03-22,739,900,18,8,11,1
12001,Delhi-Mumbai,2025-03-23,913,1100,22,6,13,1
12002,Delhi-Kolkata,2025-03-23,980,900,18,3,14,1
12003,Hyderabad-Chennai,2025-03-23,643,1100,22,3,9,1
12004,Bangalore-Mumbai,2025-03-23,954,1000,20,5,15,1
12005,Chennai-Kolkata,2025-03-23,983,900,18,7,10,1
12006,Delhi-Hyderabad,2025-03-23,986,1100,22,8,5,1
12001,Delhi-Mumbai,2025-03-24,707,900,18,6,11,0
12002,Delhi-Kolkata,2025-03-24,682,1000,20,4,10,0
12003,Hyderabad-Chennai,2025-03-24,611,900,18,7,8,0
12004,Bangalore-Mumbai,2025-03-24,778,1000,20,4,7,0
12005,Chennai-Kolkata,2025-03-24,503,900,18,4,11,0
12006,Delhi-Hyderabad,2025-03-24,719,1100,22,5,13,0
12001,Delhi-Mumbai,2025-03-25,604,1000,20,5,4,0
12002,Delhi-Kolkata,2025-03-25,692,900,18,1,4,0
12003,Hyderabad-Chennai,2025-03-25,881,1000,20,7,4,0
12004,Bangalore-Mumbai,2025-03-25,759,900,18,1,17,0
12005,Chennai-Kolkata,2025-03-25,837,1000,20,5,4,0
12006,Delhi-Hyderabad,2025-03-25,771,1000,20,4,7,0
12001,Delhi-Mumbai,2025-03-26,516,1100,22,1,7,0
12002,Delhi-Kolkata,2025-03-26,516,1000,20,6,3,0
12003,Hyderabad-Chennai,2025-03-26,537,1000,20,3,4,0
12004,Bangalore-Mumbai,2025-03-26,728,1100,22,4,15,0
12005,Chennai-Kolkata,2025-03-26,590,900,18,5,9,0
12006,Delhi-Hyderabad,2025-03-26,508,1100,22,6,10,0
12001,Delhi-Mumbai,2025-03-27,477,1000,20,4,5,0
12002,Delhi-Kolkata,2025-03-27,666,1100,22,5,9,0
12003,Hyderabad-Chennai,2025-03-27,507,900,18,4,14,0
12004,Bangalore-Mumbai,2025-03-27,623,900,18,6,7,0
12005,Chennai-Kolkata,2025-03-27,861,900,18,2,4,0
12006,Delhi-Hyderabad,2025-03-27,457,1100,22,3,10,0
12001,Delhi-Mumbai,2025-03-28,636,900,18,5,12,0
12002,Delhi-Kolkata,2025-03-28,464,900,18,2,7,0
12003,Hyderabad-Chennai,2025-03-28,458,900,18,8,5,0
12004,Bangalore-Mumbai,2025-03-28,499,1100,22,3,9,0
12005,Chennai-Kolkata,2025-03-28,587,1000,20,2,19,0
12006,Delhi-Hyderabad,2025-03-28,892,1100,22,3,10,0
12001,Delhi-Mumbai,2025-03-29,1015,1000,20,1,18,1
12002,Delhi-Kolkata,2025-03-29,597,900,18,7,5,1
12003,Hyderabad-Chennai,2025-03-29,925,1100,22,1,9,1
12004,Bangalore-Mumbai,2025-03-29,860,1100,22,7,9,1
12005,Chennai-Kolkata,2025-03-29,795,900,18,8,13,1
12006,Delhi-Hyderabad,2025-03-29,635,1000,20,4,20,1
12001,Delhi-Mumbai,2025-03-30,903,1100,22,4,19,1
12002,Delhi-Kolkata,2025-03-30,763,900,18,3,11,1
12003,Hyderabad-Chennai,2025-03-30,879,900,18,2,7,1
12004,Bangalore-Mumbai,2025-03-30,801,1100,22,3,11,1
12005,Chennai-Kolkata,2025-03-30,803,1000,20,8,9,1
12006,Delhi-Hyderabad,2025-03-30,882,1000,20,5,18,1
12001,Delhi-Mumbai,2025-03-31,853,1100,22,2,13,0
12002,Delhi-Kolkata,2025-03-31,679,900,18,6,12,0
12003,Hyderabad-Chennai,2025-03-31,728,1100,22,4,12,0
12004,Bangalore-Mumbai,2025-03-31,753,1100,22,2,6,0
12005,Chennai-Kolkata,2025-03-31,633,1000,20,6,9,0
12006,Delhi-Hyderabad,2025-03-31,425,1000,20,5,8,0
12001,Delhi-Mumbai,2025-04-01,650,900,18,8,7,0
12002,Delhi-Kolkata,2025-04-01,602,1100,22,1,11,0
12003,Hyderabad-Chennai,2025-04-01,500,1100,22,8,12,0
12004,Bangalore-Mumbai,2025-04-01,821,900,18,5,11,0
12005,Chennai-Kolkata,2025-04-01,578,900,18,1,11,0
12006,Delhi-Hyderabad,2025-04-01,601,1100,22,6,9,0
12001,Delhi-Mumbai,2025-04-02,463,1000,20,3,11,0
12002,Delhi-Kolkata,2025-04-02,571,900,18,2,13,0
12003,Hyderabad-Chennai,2025-04-02,732,1100,22,8,11,0
12004,Bangalore-Mumbai,2025-04-02,421,1100,22,2,5,0
12005,Chennai-Kolkata,2025-04-02,379,1000,20,2,9,0
12006,Delhi-Hyderabad,2025-04-02,657,1100,22,6,9,0
12001,Delhi-Mumbai,2025-04-03,775,1000,20,5,13,0
12002,Delhi-Kolkata,2025-04-03,509,1000,20,3,6,0
12003,Hyderabad-Chennai,2025-04-03,706,1000,20,6,4,0
12004,Bangalore-Mumbai,2025-04-03,435,1000,20,7,10,0
12005,Chennai-Kolkata,2025-04-03,589,900,18,2,21,0
12006,Delhi-Hyderabad,2025-04-03,363,900,18,4,6,0
12001,Delhi-Mumbai,2025-04-04,764,1000,20,8,11,0
12002,Delhi-Kolkata,2025-04-04,830,1100,22,7,6,0
12003,Hyderabad-Chennai,2025-04-04,618,900,18,3,8,0
12004,Bangalore-Mumbai,2025-04-04,581,900,18,8,4,0
12005,Chennai-Kolkata,2025-04-04,584,1100,22,3,5,0
12006,Delhi-Hyderabad,2025-04-04,763,900,18,2,12,0
12001,Delhi-Mumbai,2025-04-05,748,1000,20,4,13,1
12002,Delhi-Kolkata,2025-04-05,1123,1100,22,3,7,1
12003,Hyderabad-Chennai,2025-04-05,993,900,18,7,6,1
12004,Bangalore-Mumbai,2025-04-05,661,1100,22,8,11,1
12005,Chennai-Kolkata,2025-04-05,971,900,18,1,7,1
12006,Delhi-Hyderabad,2025-04-05,871,900,18,2,18,1
12001,Delhi-Mumbai,2025-04-06,735,1100,22,4,8,1
12002,Delhi-Kolkata,2025-04-06,704,1100,22,7,5,1
12003,Hyderabad-Chennai,2025-04-06,950,900,18,3,8,1
12004,Bangalore-Mumbai,2025-04-06,800,900,18,2,11,1
12005,Chennai-Kolkata,2025-04-06,877,1100,22,3,8,1
12006,Delhi-Hyderabad,2025-04-06,1001,900,18,3,4,1
12001,Delhi-Mumbai,2025-04-07,816,900,18,4,6,0
12002,Delhi-Kolkata,2025-04-07,783,900,18,3,10,0
12003,Hyderabad-Chennai,2025-04-07,918,1000,20,6,0,0
12004,Bangalore-Mumbai,2025-04-07,570,1000,20,4,15,0
12005,Chennai-Kolkata,2025-04-07,571,900,18,2,10,0
12006,Delhi-Hyderabad,2025-04-07,636,1100,22,6,11,0
12001,Delhi-Mumbai,2025-04-08,745,1100,22,6,13,0
12002,Delhi-Kolkata,2025-04-08,636,1000,20,8,11,0
12003,Hyderabad-Chennai,2025-04-08,509,1000,20,1,15,0
12004,Bangalore-Mumbai,2025-04-08,558,1000,20,1,11,0
12005,Chennai-Kolkata,2025-04-08,884,900,18,5,13,0
12006,Delhi-Hyderabad,2025-04-08,429,1000,20,5,11,0
12001,Delhi-Mumbai,2025-04-09,558,1000,20,4,14,0
12002,Delhi-Kolkata,2025-04-09,487,1100,22,5,10,0
12003,Hyderabad-Chennai,2025-04-09,567,900,18,5,11,0
12004,Bangalore-Mumbai,2025-04-09,487,900,18,5,17,0
12005,Chennai-Kolkata,2025-04-09,620,1100,22,1,16,0
12006,Delhi-Hyderabad,2025-04-09,446,1100,22,3,5,0
12001,Delhi-Mumbai,2025-04-10,483,1100,22,5,4,0
12002,Delhi-Kolkata,2025-04-10,748,900,18,3,9,0
12003,Hyderabad-Chennai,2025-04-10,509,1100,22,8,7,0
12004,Bangalore-Mumbai,2025-04-10,555,1100,22,7,9,0
12005,Chennai-Kolkata,2025-04-10,446,900,18,5,8,0
12006,Delhi-Hyderabad,2025-04-10,486,900,18,2,8,0
12001,Delhi-Mumbai,2025-04-11,579,900,18,6,11,0
12002,Delhi-Kolkata,2025-04-11,689,900,18,4,7,0
12003,Hyderabad-Chennai,2025-04-11,575,1100,22,5,7,0
12004,Bangalore-Mumbai,2025-04-11,510,1000,20,6,7,0
12005,Chennai-Kolkata,2025-04-11,830,900,18,6,22,0
12006,Delhi-Hyderabad,2025-04-11,698,1000,20,5,1,0
12001,Delhi-Mumbai,2025-04-12,901,1100,22,6,15,1
12002,Delhi-Kolkata,2025-04-12,767,900,18,5,4,1
12003,Hyderabad-Chennai,2025-04-12,764,1100,22,6,14,1
12004,Bangalore-Mumbai,2025-04-12,810,1100,22,7,5,1
12005,Chennai-Kolkata,2025-04-12,887,900,18,1,1,1
12006,Delhi-Hyderabad,2025-04-12,1045,1100,22,5,5,1
12001,Delhi-Mumbai,2025-04-13,775,1000,20,8,3,1
12002,Delhi-Kolkata,2025-04-13,1107,1000,20,1,10,1
12003,Hyderabad-Chennai,2025-04-13,701,1000,20,2,10,1
12004,Bangalore-Mumbai,2025-04-13,777,1000,20,6,16,1
12005,Chennai-Kolkata,2025-04-13,1012,900,18,2,0,1
12006,Delhi-Hyderabad,2025-04-13,787,900,18,1,7,1
12001,Delhi-Mumbai,2025-04-14,475,1000,20,1,6,0
12002,Delhi-Kolkata,2025-04-14,473,1000,20,5,6,0
12003,Hyderabad-Chennai,2025-04-14,730,1100,22,3,9,0
12004,Bangalore-Mumbai,2025-04-14,735,1100,22,1,12,0
12005,Chennai-Kolkata,2025-04-14,501,900,18,2,9,0
12006,Delhi-Hyderabad,2025-04-14,735,1000,20,2,1,0
12001,Delhi-Mumbai,2025-04-15,758,1000,20,3,16,0
12002,Delhi-Kolkata,2025-04-15,501,900,18,2,14,0
12003,Hyderabad-Chennai,2025-04-15,614,1100,22,8,14,0
12004,Bangalore-Mumbai,2025-04-15,707,1100,22,3,13,0
12005,Chennai-Kolkata,2025-04-15,630,1100,22,6,8,0
12006,Delhi-Hyderabad,2025-04-15,867,900,18,7,5,0
12001,Delhi-Mumbai,2025-04-16,673,900,18,2,12,0
12002,Delhi-Kolkata,2025-04-16,777,1000,20,6,11,0
12003,Hyderabad-Chennai,2025-04-16,586,1100,22,4,10,0
12004,Bangalore-Mumbai,2025-04-16,413,1000,20,3,13,0
12005,Chennai-Kolkata,2025-04-16,411,900,18,2,12,0
12006,Delhi-Hyderabad,2025-04-16,717,1000,20,5,13,0
12001,Delhi-Mumbai,2025-04-17,538,900,18,2,11,0
12002,Delhi-Kolkata,2025-04-17,744,900,18,6,15,0
12003,Hyderabad-Chennai,2025-04-17,697,900,18,4,13,0
12004,Bangalore-Mumbai,2025-04-17,816,1100,22,1,7,0
12005,Chennai-Kolkata,2025-04-17,561,900,18,2,2,0
12006,Delhi-Hyderabad,2025-04-17,647,1000,20,8,16,0
12001,Delhi-Mumbai,2025-04-18,812,1100,22,8,13,0
12002,Delhi-Kolkata,2025-04-18,915,1100,22,3,10,0
12003,Hyderabad-Chennai,2025-04-18,471,900,18,7,15,0
12004,Bangalore-Mumbai,2025-04-18,816,900,18,5,8,0
12005,Chennai-Kolkata,2025-04-18,596,900,18,5,14,0
12006,Delhi-Hyderabad,2025-04-18,472,900,18,8,11,0
12001,Delhi-Mumbai,2025-04-19,978,1000,20,6,0,1
12002,Delhi-Kolkata,2025-04-19,943,1100,22,1,14,1
12003,Hyderabad-Chennai,2025-04-19,806,1100,22,7,5,1
12004,Bangalore-Mumbai,2025-04-19,951,900,18,6,3,1
12005,Chennai-Kolkata,2025-04-19,1103,1100,22,4,6,1
12006,Delhi-Hyderabad,2025-04-19,1049,1000,20,4,10,1
12001,Delhi-Mumbai,2025-04-20,737,900,18,7,6,1
12002,Delhi-Kolkata,2025-04-20,991,900,18,5,10,1
12003,Hyderabad-Chennai,2025-04-20,903,1000,20,1,6,1
12004,Bangalore-Mumbai,2025-04-20,796,1100,22,8,4,1
12005,Chennai-Kolkata,2025-04-20,895,1000,20,8,10,1
12006,Delhi-Hyderabad,2025-04-20,844,900,18,6,0,1
12001,Delhi-Mumbai,2025-04-21,737,900,18,5,14,0
12002,Delhi-Kolkata,2025-04-21,440,1000,20,7,4,0
12003,Hyderabad-Chennai,2025-04-21,696,1100,22,4,13,0
12004,Bangalore-Mumbai,2025-04-21,641,900,18,1,12,0
12005,Chennai-Kolkata,2025-04-21,636,1000,20,7,20,0
12006,Delhi-Hyderabad,2025-04-21,730,1100,22,2,4,0
12001,Delhi-Mumbai,2025-04-22,667,1000,20,3,9,0
12002,Delhi-Kolkata,2025-04-22,639,1000,20,5,17,0
12003,Hyderabad-Chennai,2025-04-22,685,1000,20,3,7,0
12004,Bangalore-Mumbai,2025-04-22,736,900,18,3,23,0
12005,Chennai-Kolkata,2025-04-22,673,1000,20,5,12,0
12006,Delhi-Hyderabad,2025-04-22,770,900,18,8,2,0
12001,Delhi-Mumbai,2025-04-23,584,900,18,2,4,0
12002,Delhi-Kolkata,2025-04-23,480,1000,20,4,18,0
12003,Hyderabad-Chennai,2025-04-23,828,1000,20,2,7,0
12004,Bangalore-Mumbai,2025-04-23,834,900,18,2,10,0
12005,Chennai-Kolkata,2025-04-23,830,900,18,3,15,0
12006,Delhi-Hyderabad,2025-04-23,466,1000,20,8,16,0
12001,Delhi-Mumbai,2025-04-24,560,900,18,8,15,0
12002,Delhi-Kolkata,2025-04-24,716,1100,22,4,11,0
12003,Hyderabad-Chennai,2025-04-24,584,1100,22,2,8,0
12004,Bangalore-Mumbai,2025-04-24,613,1100,22,2,2,0
12005,Chennai-Kolkata,2025-04-24,681,900,18,8,17,0
12006,Delhi-Hyderabad,2025-04-24,592,900,18,2,12,0
12001,Delhi-Mumbai,2025-04-25,613,1100,22,7,11,0
12002,Delhi-Kolkata,2025-04-25,750,1100,22,6,15,0
12003,Hyderabad-Chennai,2025-04-25,752,900,18,5,9,0
12004,Bangalore-Mumbai,2025-04-25,443,900,18,3,15,0
12005,Chennai-Kolkata,2025-04-25,766,1100,22,5,10,0
12006,Delhi-Hyderabad,2025-04-25,638,1100,22,3,0,0
12001,Delhi-Mumbai,2025-04-26,928,1000,20,6,17,1
12002,Delhi-Kolkata,2025-04-26,698,1000,20,8,4,1
12003,Hyderabad-Chennai,2025-04-26,1017,900,18,2,7,1
12004,Bangalore-Mumbai,2025-04-26,724,1000,20,2,11,1
12005,Chennai-Kolkata,2025-04-26,861,900,18,7,8,1
12006,Delhi-Hyderabad,2025-04-26,962,900,18,8,13,1
12001,Delhi-Mumbai,2025-04-27,737,1100,22,2,9,1
12002,Delhi-Kolkata,2025-04-27,753,1000,20,1,15,1
12003,Hyderabad-Chennai,2025-04-27,857,1000,20,4,16,1
12004,Bangalore-Mumbai,2025-04-27,722,900,18,8,11,1
12005,Chennai-Kolkata,2025-04-27,766,900,18,4,20,1
12006,Delhi-Hyderabad,2025-04-27,1091,1000,20,3,4,1
12001,Delhi-Mumbai,2025-04-28,758,1100,22,4,18,0
12002,Delhi-Kolkata,2025-04-28,575,1100,22,8,16,0
12003,Hyderabad-Chennai,2025-04-28,814,1000,20,6,6,0
12004,Bangalore-Mumbai,2025-04-28,648,1100,22,7,9,0
12005,Chennai-Kolkata,2025-04-28,631,1100,22,7,8,0
12006,Delhi-Hyderabad,2025-04-28,812,1100,22,3,5,0
12001,Delhi-Mumbai,2025-04-29,681,900,18,1,13,0
12002,Delhi-Kolkata,2025-04-29,903,1000,20,8,0,0
12003,Hyderabad-Chennai,2025-04-29,897,1100,22,1,3,0
12004,Bangalore-Mumbai,2025-04-29,720,1000,20,7,0,0
12005,Chennai-Kolkata,2025-04-29,556,900,18,8,0,0
12006,Delhi-Hyderabad,2025-04-29,691,1000,20,5,4,0
12001,Delhi-Mumbai,2025-04-30,424,1000,20,5,10,0
12002,Delhi-Kolkata,2025-04-30,818,1100,22,5,10,0
12003,Hyderabad-Chennai,2025-04-30,502,1100,22,2,11,0
12004,Bangalore-Mumbai,2025-04-30,640,1100,22,1,14,0
12005,Chennai-Kolkata,2025-04-30,663,1000,20,5,4,0
12006,Delhi-Hyderabad,2025-04-30,507,900,18,8,8,0
12001,Delhi-Mumbai,2025-05-01,734,1100,22,7,14,0
12002,Delhi-Kolkata,2025-05-01,504,1100,22,3,14,0
12003,Hyderabad-Chennai,2025-05-01,503,900,18,4,14,0
12004,Bangalore-Mumbai,2025-05-01,646,900,18,1,10,0
12005,Chennai-Kolkata,2025-05-01,839,1100,22,1,7,0
12006,Delhi-Hyderabad,2025-05-01,558,1100,22,4,2,0
12001,Delhi-Mumbai,2025-05-02,547,1000,20,3,4,0
12002,Delhi-Kolkata,2025-05-02,506,900,18,7,10,0
12003,Hyderabad-Chennai,2025-05-02,781,1000,20,2,12,0
12004,Bangalore-Mumbai,2025-05-02,611,1100,22,3,8,0
12005,Chennai-Kolkata,2025-05-02,722,900,18,1,8,0
12006,Delhi-Hyderabad,2025-05-02,636,1100,22,6,7,0
12001,Delhi-Mumbai,2025-05-03,771,900,18,4,10,1
12002,Delhi-Kolkata,2025-05-03,738,1100,22,2,11,1
12003,Hyderabad-Chennai,2025-05-03,959,1000,20,8,3,1
12004,Bangalore-Mumbai,2025-05-03,990,1100,22,4,17,1
12005,Chennai-Kolkata,2025-05-03,830,1100,22,6,8,1
12006,Delhi-Hyderabad,2025-05-03,820,900,18,7,16,1
12001,Delhi-Mumbai,2025-05-04,715,1000,20,1,18,1
12002,Delhi-Kolkata,2025-05-04,789,1000,20,7,0,1
12003,Hyderabad-Chennai,2025-05-04,812,1000,20,2,11,1
12004,Bangalore-Mumbai,2025-05-04,979,1000,20,2,9,1
12005,Chennai-Kolkata,2025-05-04,858,1100,22,3,17,1
12006,Delhi-Hyderabad,2025-05-04,1090,1000,20,2,14,1
12001,Delhi-Mumbai,2025-05-05,591,900,18,8,9,0
12002,Delhi-Kolkata,2025-05-05,895,1100,22,3,7,0
12003,Hyderabad-Chennai,2025-05-05,563,900,18,4,14,0
12004,Bangalore-Mumbai,2025-05-05,685,900,18,6,3,0
12005,Chennai-Kolkata,2025-05-05,762,1100,22,6,10,0
12006,Delhi-Hyderabad,2025-05-05,535,1000,20,6,5,0
12001,Delhi-Mumbai,2025-05-06,641,1100,22,4,13,0
12002,Delhi-Kolkata,2025-05-06,637,900,18,4,11,0
12003,Hyderabad-Chennai,2025-05-06,639,1000,20,2,12,0
12004,Bangalore-Mumbai,2025-05-06,469,900,18,6,10,0
12005,Chennai-Kolkata,2025-05-06,913,1000,20,5,0,0
12006,Delhi-Hyderabad,2025-05-06,681,900,18,4,2,0
12001,Delhi-Mumbai,2025-05-07,599,1100,22,3,16,0
12002,Delhi-Kolkata,2025-05-07,633,1100,22,2,10,0
12003,Hyderabad-Chennai,2025-05-07,569,900,18,1,15,0
12004,Bangalore-Mumbai,2025-05-07,577,1100,22,5,10,0
12005,Chennai-Kolkata,2025-05-07,593,1100,22,1,13,0
12006,Delhi-Hyderabad,2025-05-07,706,1000,20,2,9,0
12001,Delhi-Mumbai,2025-05-08,663,1100,22,1,15,0
12002,Delhi-Kolkata,2025-05-08,424,900,18,1,15,0
12003,Hyderabad-Chennai,2025-05-08,729,1100,22,7,2,0
12004,Bangalore-Mumbai,2025-05-08,557,1000,20,6,11,0
12005,Chennai-Kolkata,2025-05-08,854,900,18,2,18,0
12006,Delhi-Hyderabad,2025-05-08,435,900,18,3,9,0
12001,Delhi-Mumbai,2025-05-09,708,1100,22,4,13,0
12002,Delhi-Kolkata,2025-05-09,687,900,18,2,9,0
12003,Hyderabad-Chennai,2025-05-09,635,900,18,8,8,0
12004,Bangalore-Mumbai,2025-05-09,560,1100,22,7,10,0
12005,Chennai-Kolkata,2025-05-09,905,900,18,6,14,0
12006,Delhi-Hyderabad,2025-05-09,664,1000,20,4,16,0
12001,Delhi-Mumbai,2025-05-10,898,1000,20,4,11,1
12002,Delhi-Kolkata,2025-05-10,922,900,18,4,18,1
12003,Hyderabad-Chennai,2025-05-10,1010,1000,20,4,7,1
12004,Bangalore-Mumbai,2025-05-10,1009,1000,20,2,4,1
12005,Chennai-Kolkata,2025-05-10,962,1100,22,4,6,1
12006,Delhi-Hyderabad,2025-05-10,1020,900,18,7,4,1
12001,Delhi-Mumbai,2025-05-11,732,900,18,7,18,1
12002,Delhi-Kolkata,2025-05-11,683,1000,20,5,12,1
12003,Hyderabad-Chennai,2025-05-11,896,900,18,6,8,1
12004,Bangalore-Mumbai,2025-05-11,877,900,18,6,11,1
12005,Chennai-Kolkata,2025-05-11,849,1000,20,1,13,1
12006,Delhi-Hyderabad,2025-05-11,594,900,18,5,12,1
12001,Delhi-Mumbai,2025-05-12,534,1000,20,7,11,0
12002,Delhi-Kolkata,2025-05-12,557,1100,22,4,9,0
12003,Hyderabad-Chennai,2025-05-12,639,1000,20,8,11,0
12004,Bangalore-Mumbai,2025-05-12,638,900,18,2,7,0
12005,Chennai-Kolkata,2025-05-12,766,1000,20,5,15,0
12006,Delhi-Hyderabad,2025-05-12,617,1000,20,6,21,0
12001,Delhi-Mumbai,2025-05-13,599,900,18,4,10,0
12002,Delhi-Kolkata,2025-05-13,485,1100,22,5,6,0
12003,Hyderabad-Chennai,2025-05-13,804,1000,20,5,9,0
12004,Bangalore-Mumbai,2025-05-13,774,900,18,8,11,0
12005,Chennai-Kolkata,2025-05-13,440,1100,22,7,2,0
12006,Delhi-Hyderabad,2025-05-13,611,1100,22,8,3,0
12001,Delhi-Mumbai,2025-05-14,876,1000,20,2,10,0
12002,Delhi-Kolkata,2025-05-14,907,1100,22,4,4,0
12003,Hyderabad-Chennai,2025-05-14,798,900,18,2,12,0
12004,Bangalore-Mumbai,2025-05-14,576,1100,22,8,9,0
12005,Chennai-Kolkata,2025-05-14,844,1100,22,4,6,0
12006,Delhi-Hyderabad,2025-05-14,708,900,18,2,11,0
12001,Delhi-Mumbai,2025-05-15,840,900,18,7,15,0
12002,Delhi-Kolkata,2025-05-15,509,1000,20,3,0,0
12003,Hyderabad-Chennai,2025-05-15,713,1100,22,1,9,0
12004,Bangalore-Mumbai,2025-05-15,529,900,18,3,14,0
12005,Chennai-Kolkata,2025-05-15,512,900,18,4,16,0
12006,Delhi-Hyderabad,2025-05-15,478,1100,22,7,13,0
12001,Delhi-Mumbai,2025-05-16,772,900,18,6,0,0
12002,Delhi-Kolkata,2025-05-16,824,1100,22,4,11,0
12003,Hyderabad-Chennai,2025-05-16,441,1000,20,1,3,0
